,name,comment
197,八爷女人,男生也是啊
198,合不来_1r1f,邢歌音说他又不是年年18，当然要拍照记录了！她是我的意难平，我平心而论我带她很好了，我不明白为什么会误解我？？为啥会离开我，你怎么就不信我呢，还说我是下头男
199,啦啦啦啦啦_B4bF,所以一个足够理性的人是不适合一个感性的人的，同样面对一件事物两人总有不同的观点，若那个人不够固执便罢，若足够固执则会两相争执，互相伤害，最后不欢两散而已
200,猫叔COVE,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
201,小白不吃生菜,如无恙，请回复[爱心]
202,啦啦啦啦啦_B4bF,异地恋分手了，正在坐高铁去挽回了~祝我顺利
203,Winamp_xgy,我也想过，可我没做，希望你追回的他会爱你一辈子
204,魔法师的老姨,唱些什么
205,左衞門X,嗯，147个小时，确实久因为我等了好久，也不久因为等麻了，嗯，怎么说呢，很高兴你能回来，但是我看不透你，我累了，也没力猜了，想回来的话明说吧，然后别再闹了，我没力气了
206,左衞門X,原来你找我是为了她啊，是我自作多情了，你们发给我你们两的牵手照，真的很刺眼
207,想去撒哈拉l,早上闹了矛盾，我穿上外套就出去了，他没追上来，没问我去哪。我不知道去哪里，坐公交车到终点站，散了会步，又坐回来。他和朋友打球去了，晚上也没有回来。一整天也没问我去哪里了，也没问我回没回来。\n成都公交车这几天免费，坐在后面流泪也没被发现，真好。
208,王康炼,你就围着他转吧书别读了.
209,坂上奈奈,哎
210,别叫我起床11,快快擦干眼泪
211,C0_8,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
212,杰杰子v,好可爱o
213,苏亖月,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
214,小白不吃生菜,必有后福[拜]
215,Lqingtao-,这首歌的作词人写的《后来》字里行间满满的表达了那种不甘心，而这首歌却是满满的释怀，可能路过的人是没有后来的，可我们却有各自的生活
216,PolvoEstelar,“祝我们遇见的每一个人都很真诚”
217,喜欢小熊吗,嘿嘿，谢谢你嗷[多多可怜].
218,lloost,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
219,杰杰子v,抱抱
220,来摘棉花吧,你分享给我的我下次不会找你了
221,南傾jpn,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
222,杰杰子v,[多多大笑]
223,帅气的LUO先生,晚安
224,陈飞弛,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
225,杰杰子v,你好
226,清醒_000,怪我看到了你对我们共同好友说，不会辜负我的。你知道吗，这句话害我期待着你回来，主动了一次又一次
227,萧悦是个大帅哥,暗恋3年，谈恋爱3个月，就被他甩。。。我这次是真的走不出来了，也不知道会不会好啦
228,a-_-been,天下好男人多的是，三条腿的癞蛤蟆没有，两条腿的男人多的是（要好好的不要那么难过）
229,萧悦是个大帅哥,暗恋3年，谈恋爱3个月，就被他甩。。。我这次是真的走不出来了，也不知道会不会好啦
230,a-_-been,摸摸～慢慢的来
231,萧悦是个大帅哥,跟她分手了已经是第25天了，其实心里面还是有那么一点点放不下她，就当时知道11.25号那天知道她有另外一个男生了心里面还是挺不好受的那天真的比较难受吧（爸爸妈妈离婚了，她也有另外一个男孩子陪她了），我本以为她是可以给我拉上来的，结果又要让我一个人大晚上一遍又一遍的哭，嘿嘿我又是一个人
232,民国不下雨今生不遇你,她的名字以前也叫路过人间
233,DAN蛋总,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
234,杰杰子v,牛
235,宝小芒果,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
236,小白不吃生菜,陌生人加油
237,六元小朋友_,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
238,小白不吃生菜,加油💪
239,灿灿头上长呆毛,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
240,小白不吃生菜,宝贝加油！！！！会好起来的！！
241,下次再见UU,你就围着他转吧书别读了.
242,坂上奈奈,破防了
243,dlwlrma_恩,试着跟大家说声对不起，情绪虽然不好把控，自我调节很重要
244,派送快樂,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
245,小白不吃生菜,加油，一切都会好的
246,与光同尘_RTSO,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
247,小白不吃生菜,加油
248,霖Cccc-,好听！！！！！
249,保持热爱-炸爷,“原来缺爱的那个人在收到礼物的时候不是感到惊喜而是盘算着怎么报答”
250,Edemoy-Wu,哦原来我是因为缺爱…………
251,北依_,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
252,小白不吃生菜,加油
253,用户2113832540,我愿以我二十年命换在座各位余生皆欲良人晚安
254,原来我就是哈,要爱自己
255,lizi8856,阳光是免费的，其实月光也是免费的，而且更加公平，所以不要不开心，晒不到阳光，就去享受月光，水逆终会退散
256,人间得宠大胖胖,@温柔柔柔柔柔柔睡个好觉，做个好梦
257,小锅在工学院,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
258,杰杰子v,okok
259,Zoe-贝贝,杨紫歌单❤️💕
260,-_nosnow,拿得出手的才算前任，你顶多算污点
261,银河小铁骑kl,嗯！
262,七夕200915,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
263,小白不吃生菜,会好的，因为我已经做过4次手术了下个月还有手术，开心点，早日康复😄
264,杨柠_om41,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
265,杰杰子v,真的！
266,凤涧鶴邺,现在是2021年11月28日晚上0.31分我不知道一年以后四年以后十年之后我的生活是什么样子的希望那时候我可以平庸幸福地生活着至少自己内心是快乐的也许以后我不会活成我想要的样子也许也会活成我所厌恶的样子但是在这里我想说我想要陪着xzr我想我身边一直是她一年四年乃至十年
267,颖儿要乖o,如果没有爱情，有钱也是好的
268,稗子ao,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
269,杰杰子v,抱啦[爱心]
270,uni_款冬,你尽管发光就好那样我眼里就光芒永不灭
271,猫鱼么么哒,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
272,小白不吃生菜,加油
273,Figs--,她突然地来，突然地走。我慢慢明白，人与人之间没有突然。她想好了才会来，想清了才会走。
274,遇见小征ovo,忘记很容易，想起来就难了
275,遇见小征ovo,热情过了，就只剩下冷漠
276,楚乔dxj,有些人已经走了你心里还留着位置你这样让人很难办
277,遇见小征ovo,你心里想什么只有你知道
278,遇见小征ovo,对你热情你觉得理所当然
279,遇见小征ovo,忘记很容易，想起来就难了
280,遇见小征ovo,你心里想什么只有你知道
281,遇见小征ovo,忘记很容易，想起来就难了
282,遇见小征ovo,虽是同姓不同性，我是唯一
283,遇见小征ovo,如果我能喝醉，你就趁这个机会多和我说说话
284,Z-11-07,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
285,杰杰子v,哇呜
286,肉包不放肉,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
287,杰杰子v,我我我[可爱]
288,emmm再见,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
289,杰杰子v,抱啦
290,鲸叫我照顾海_yxcQ,异地恋分手了，正在坐高铁去挽回了~祝我顺利
291,Winamp_xgy,成了吗
292,90945,你就围着他转吧书别读了.
293,坂上奈奈,真的好想好想大哭一场啊
294,90945,你就围着他转吧书别读了.
295,坂上奈奈,触到我了，真的
296,90945,你就围着他转吧书别读了.
297,坂上奈奈,对不起自己
298,譩難侟,人对爱和永远应该有幻觉.
299,90945,你就围着他转吧书别读了.
300,坂上奈奈,我真不该
301,千里行舟-百城踏雪,再见啦嘿嘿嘿，我，真正！长大了！
302,90945,你就围着他转吧书别读了.
303,坂上奈奈,对不起
304,最爱的丑妮,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
305,杰杰子v,抱了嗷
306,早a勋,虽然我嘴硬不会说什么我需要你但如果你在我旁边我会告诉你我不想你走
307,托尔金X,你就围着她转吧书别读了
308,雨昕的小麦肌肉男,女孩子要分清什么是学习什么是爱情学好了考好了前途一片光明爱错了青春毁了人生一败涂地
309,八爷女人,我后悔了
310,牛_五_花,高考两百天誓师上，A问B：这辈子还能做同学吗？可能可以，你考低一点吧！B：你考高一点，一定会的！一定会的！一定会的！一定会的！是啊！一定会的！
311,围圈-,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
312,杰杰子v,诶呀。
313,玩意www,整首歌听到她最后说谢谢，哇好温柔！
314,怡怡_uU,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
315,杰杰子v,哈哈真的诶
316,怡怡_uU,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
317,小白不吃生菜,加油
318,熱戀無罪-,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
319,杰杰子v,和我抱抱
320,不安排一下,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
321,杰杰子v,学到了哈哈哈哈哈哈
322,养一段荧光,向前走光会照进来你会变得更好
323,十余年尚可,会的会有那么一天
324,Aa-凤,爱一路仁至义尽我早已问心无愧
325,Aaco_,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
326,小白不吃生菜,会好的。耀眼的阳光总会洒在每个人灵魂上
327,徐小刀啊,拿得出手的才算前任，你顶多算污点
328,银河小铁骑kl,嗯
329,huihui酱,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
330,小白不吃生菜,我们也爱你，加油！
331,下次再见UU,喂，你给老子振作起来啊，你给我加油努力，你给我好好学习，你给我考个好大学！
332,杰杰子v,抱抱你
333,wnn倪,每天都要开心快乐喔🤗
334,童小鸭丫,当下最好，不必来日方长～
335,Guoliujun,2021.1.13-2021.11.20我的初恋就这样结束了我真的好难受好难受啊khx我知道你只是个不懂事还没长大的小孩我好想陪你慢慢长大好想和你一直走下去呀但现在我真的累了你的每一次敷衍每一次不在乎真的让我很疲惫疲惫后还是选择坚持下去但我没有办法把女朋友永远当成一个小孩呀
336,Guoliujun,2021.11.27今天是我24岁生日本来我们还约好出去吃饭呢分手后你第一次找我我就心软了可我还是嘴硬害怕轻易复合又是过去的循环你连续找了我三个晚上我很享受你给我分享小事的感觉我端着架子不理你只是希望这样的时光长一点那是一种从未有过的心安啊周四晚本来想和你聊聊可再也等不到你了…
337,梦坪,希望我们都如意无论何时无论何地无论身边是谁.
338,思语Claire,不要再做后悔的事了！美好是要自己去拥抱的
339,和蔼的老父亲,可是我在人间怎么办呀？
340,我深知爱情总会生拉硬扯,同床异梦，我深爱着旁边的女孩为了她把过去的自己彻底杀死了我不骗她不会欺负她，结果她却和别人聊着爱情骗我我现在知道了是我不应该趁她睡觉看她手机，但是确实不知道怎么办了我就这么装傻还是揭穿她让自己遍体鳞伤，云村的家人们我该怎么办看了人家聊天记录感觉自己才是多余的在线等家人
341,吴小小小甜,前几天心里很压抑闷得慌胸腔很疼\n今天心里却空落落的\n今天的心很空很平静出奇的冷静\n我也不知道为什么会这样\n可能是因为今天哭了释放了情绪\n自己录了几首歌\n总之心里就很舒服
342,小怡呢呢呢呢,我曾经以为遇见你是我这辈子最幸运的事，现在看来是最不幸的事
343,-莫北-,这个是改编之后的，我觉得很欢快，有一种对生活重拾希望的感觉，听见这首歌，每天都是希望和光芒！另一个原版偏向于安静的感觉，适合夜晚安安静静的聆听[爱心]
344,-莫北-,上热榜了！！！这首歌天天早上听，天天没事就哼！！太喜欢了！！
345,吴小小小甜,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
346,小白不吃生菜,加油！
347,-_深海溺死爱,总觉得现在的生活差点意思没有有趣的人有没有几个志同道合的朋友时不时怀念以前怀念在学校里面的时光那个时候很累但很快乐朋友们打打闹闹永远开心大家心思单纯而现在对什么都提不起兴趣感觉什么都没有意思找不到生活的意义可能大家都会慢慢趋于平淡但是永远怀念以前的一切
348,此刻倾刻,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
349,杰杰子v,天天快乐！
350,还是一个人看海好了,分手了我太怕被抛弃啦最后还是抛弃我啦我忍不住的说反话我不好也不会在谈啦.....人往往如此
351,Danna200020,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
352,小白不吃生菜,加油，陌生人，一切都会好起来的
353,小杨嘎嘎牛逼,你都拿不出手，算什么前任。你顶多是个污点
354,道是桃花不是,听惯了之前的娓娓道来，这个编曲感觉也太大开大合了，还真有点不习惯[流泪]
355,心情有点乱_UCnf,时间会告诉你，任何东西都会过期
356,-Z--L-,只有在空间是平坦的时候，最短的距离才是直线，如果空间是弯曲的，那么最短的距离将会是一条曲线——弯曲空间并不存在直线。所以有时候生活不是故意地绕弯子，因为对于感情而言，那或许就是它最短的距离。
357,浪迹浮生不羁,肩膀很小，担子很重，加油打工人
358,KID基德阁下,“我将违背我的天性，忤逆我的本能，永远爱你”
359,Loglog大log,将手放在自私的基因和进化论心理学上
360,千鸢鎻画,你怎么会蠢到去给共享单车上锁呢
361,善哉_9ohY,牛啊兄弟
362,bcghxa,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
363,小白不吃生菜,并不是鼓励，只是真心希望你能好好的
364,黏芋泥,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
365,小白不吃生菜,会好的，加油！
366,小张定会上岸,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
367,小白不吃生菜,嘿，一切都好吗
368,香辣味脆皮鸡,我边读书边围着他转，卷s他
369,化学我好宝,哈哈哈哈哈哈哈哈你怎么这么可爱
370,八哥哥531,@青梅-青梅
371,Ireneme,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
372,小白不吃生菜,加油
373,零度乌云,音乐是我最便宜的快乐了
374,软萌昔,破大方了
375,是神罚Music,异地恋分手了，正在坐高铁去挽回了~祝我顺利
376,Winamp_xgy,加油
377,Carpediem-well,听完睡觉💤
378,Carpediem-well,专科大二会计专业很迷茫不知道自己在干嘛纠结于升不升本所以路的尽头还是路嘛
379,是你的小鑫儿,升本
380,付敬涵,现在是2021.11.23凌晨四点，距离手术时间还有7小时，也许这次过后，很难清醒过来，可能再也抱不动手机了，人生步入倒计时，鼓励的话不必多说，让我安安静静的给这个世界留下一些痕迹，我爱你们，也爱这个世界，好好道个别吧
381,小白不吃生菜,你好了吗
382,777999_,你喜欢什么你追随什么你就是什么
383,a-_-been,暗恋3年，谈恋爱3个月，就被他甩。。。我这次是真的走不出来了，也不知道会不会好啦
384,-吹不灭的光,我和好朋友两个人一起租车去大理古城，他开车，我管饭。两个人绕着苍山洱海慢慢开，车里就循环着这首歌，放到嘿～意不意外的时候，远处的阳光破开了早晨的云雾，一条条金剑从云端刺破蓝色的阴天，在洱海上留下一道金色浮光。很多年以后我们可能不再联系，也可能关系更好，但是这一刻的景象我会一直记得
385,明湖大仙,我也很喜欢洱海太美了
386,wnn倪,告诉你一个小秘密，用两个手指往屏幕中间同时滑屏幕，就可以抱抱我哦，不信你试试！\n\n抱了要留下消息哟，我要抱回来😉
387,杰杰子v,抱抱你
388,呼噜1903,最近常态是emo
389,嘿1415926,女孩子要分清什么是学习什么是爱情学好了考好了前途一片光明爱错了青春毁了人生一败涂地
390,八爷女人,男生不也是一样的道理
391,wnn倪,异地恋分手了，正在坐高铁去挽回了~祝我顺利
392,Winamp_xgy,加油，但是如果真的不值得就放手吧
